mode,date,h,model,yhat,lo,hi
rail_mrt_kajang,2026-08-10,10,weekday_mean,293797.25,234530.86431684098,342423.1438012075
rail_mrt_kajang,2026-08-11,11,weekday_mean,307741.0,253443.9800256986,348921.7133083905
rail_mrt_kajang,2026-08-12,12,weekday_mean,312372.25,273607.6414387917,356632.3773961931
rail_mrt_kajang,2026-08-13,13,weekday_mean,310474.0,278970.05516491487,349136.27234559105
rail_mrt_kajang,2026-08-14,14,weekday_mean,309621.25,281929.0080998184,361160.24616803526
rail_mrt_kajang,2026-08-01,1,ets,230385.05788628105,210273.1056992573,249522.0039892488
rail_mrt_kajang,2026-08-02,2,ets,200154.2608381276,178872.2459809113,223161.76695916502
rail_mrt_kajang,2026-08-03,3,ets,292617.4248092636,238689.07583370837,336886.09681479697
rail_mrt_kajang,2026-08-04,4,ets,309087.47828217386,260570.11690514896,356564.8385822398
rail_mrt_kajang,2026-08-05,5,ets,317051.7661735398,271977.92650774436,353677.5432568598
rail_mrt_kajang,2026-08-06,6,ets,315283.97243991063,257993.6974036211,357118.08600224135
rail_mrt_kajang,2026-08-07,7,ets,311097.38017517375,245975.95266326904,352215.41104657936
rail_mrt_kajang,2026-08-08,8,ets,230384.4949331804,196980.52328046106,256783.4407383557
rail_mrt_kajang,2026-08-09,9,ets,200153.78224909632,173938.1243159266,227672.28246406413
rail_mrt_kajang,2026-08-10,10,ets,292616.7401458696,232872.1988255694,338294.3364862052
rail_mrt_kajang,2026-08-11,11,ets,309086.7706004727,258929.20596737944,352060.0891031098
rail_mrt_kajang,2026-08-12,12,ets,317051.0558333209,266973.12036300224,363468.83484268293
rail_mrt_kajang,2026-08-13,13,ets,315283.28121745604,276044.42516745947,358393.37440240895
rail_mrt_kajang,2026-08-14,14,ets,311096.7127662261,278753.9146279749,356746.37116796477
rail_mrt_kajang,2026-08-01,1,lgbm_nohol,229095.68201114412,210088.10916058603,248012.86203573234
rail_mrt_kajang,2026-08-02,2,lgbm_nohol,190285.4773666377,170040.84210328473,213947.15541110307
rail_mrt_kajang,2026-08-03,3,lgbm_nohol,300251.46279716096,236006.86787311418,321986.98498369183
rail_mrt_kajang,2026-08-04,4,lgbm_nohol,310482.7992302753,255447.12134538352,333416.12154292106
rail_mrt_kajang,2026-08-05,5,lgbm_nohol,317414.9019664262,272803.5743589055,343870.44941138546
rail_mrt_kajang,2026-08-06,6,lgbm_nohol,316395.00224649755,256276.09570908832,340789.2621719882
rail_mrt_kajang,2026-08-07,7,lgbm_nohol,317413.6642672402,247286.4561777438,341877.06352141354
rail_mrt_kajang,2026-08-08,8,lgbm_nohol,229328.5229893163,200092.61276758695,250581.0663628057
rail_mrt_kajang,2026-08-09,9,lgbm_nohol,190792.47320490994,165286.8339442632,209249.71205121273
rail_mrt_kajang,2026-08-10,10,lgbm_nohol,301707.7295685074,251112.28785942018,320194.76661788486
rail_mrt_kajang,2026-08-11,11,lgbm_nohol,312363.8188631711,265759.23293177795,333946.1336210737
rail_mrt_kajang,2026-08-12,12,lgbm_nohol,317222.4257537764,274850.91394191486,354145.03290934593
rail_mrt_kajang,2026-08-13,13,lgbm_nohol,316135.7341258125,282241.3002159522,342063.81902620086
rail_mrt_kajang,2026-08-14,14,lgbm_nohol,317257.5479546899,286122.75654916227,354059.9805771109
rail_mrt_kajang,2026-08-01,1,lgbm,231489.635164742,213261.90751778794,247671.91943564467
rail_mrt_kajang,2026-08-02,2,lgbm,190920.27396935545,172094.84760628716,208226.46899763425
rail_mrt_kajang,2026-08-03,3,lgbm,301283.99010549625,265068.2574015399,324406.24126971414
rail_mrt_kajang,2026-08-04,4,lgbm,310196.3015342769,263144.4761833733,328060.2518038556
rail_mrt_kajang,2026-08-05,5,lgbm,317484.7639777251,281515.19741134066,340197.0874980096
rail_mrt_kajang,2026-08-06,6,lgbm,317065.0374758153,272123.25212604,345220.3029929009
rail_mrt_kajang,2026-08-07,7,lgbm,317160.07898474234,276498.9517555746,344180.96092467196
rail_mrt_kajang,2026-08-08,8,lgbm,232383.16453038226,201255.38991984905,255207.67259826214
rail_mrt_kajang,2026-08-09,9,lgbm,191665.54778279888,166252.71297872142,210573.63754100917
rail_mrt_kajang,2026-08-10,10,lgbm,302437.0031876735,272106.61419816443,318495.24591386545
rail_mrt_kajang,2026-08-11,11,lgbm,311810.65836619784,277624.8842218455,332816.7375199573
rail_mrt_kajang,2026-08-12,12,lgbm,313714.98745061195,277323.5548820938,339730.5564494959
rail_mrt_kajang,2026-08-13,13,lgbm,313022.4522774423,283744.54855770105,335922.3127240082
rail_mrt_kajang,2026-08-14,14,lgbm,312850.8040808173,288520.25245538296,339058.19516104367
rail_mrt_pjy,2026-08-01,1,seasonal_naive,122005.0,110035.18358465837,141355.18612293317
rail_mrt_pjy,2026-08-02,2,seasonal_naive,99579.0,85656.57510352314,118637.16144011098
rail_mrt_pjy,2026-08-03,3,seasonal_naive,188910.0,143460.36924397375,244334.60781973327
rail_mrt_pjy,2026-08-04,4,seasonal_naive,193178.0,162789.26002306858,235719.35535693157
rail_mrt_pjy,2026-08-05,5,seasonal_naive,194310.0,157971.42376220526,226057.9973412841
rail_mrt_pjy,2026-08-06,6,seasonal_naive,195667.0,158598.28300272409,218459.4811162063
rail_mrt_pjy,2026-08-07,7,seasonal_naive,191033.0,144933.6405733595,212734.43397174194
rail_mrt_pjy,2026-08-08,8,seasonal_naive,122005.0,107621.69966796701,142700.1474342583
rail_mrt_pjy,2026-08-09,9,seasonal_naive,99579.0,83251.72291302081,118662.52813101953
rail_mrt_pjy,2026-08-10,10,seasonal_naive,188910.0,159026.70962932237,233078.86953645013
rail_mrt_pjy,2026-08-11,11,seasonal_naive,193178.0,160579.15275960995,231474.25637013436
rail_mrt_pjy,2026-08-12,12,seasonal_naive,194310.0,159724.75240641285,235617.29121174698
rail_mrt_pjy,2026-08-13,13,seasonal_naive,195667.0,172118.9265693183,225671.19419863538
rail_mrt_pjy,2026-08-14,14,seasonal_naive,191033.0,166732.42040028694,215624.54428194245
rail_mrt_pjy,2026-08-01,1,weekday_mean,114779.75,103226.23992992654,128379.21568738886
rail_mrt_pjy,2026-08-02,2,weekday_mean,97106.25,83624.69850408062,113708.49594919273
rail_mrt_pjy,2026-08-03,3,weekday_mean,187461.75,150335.99857367878,219264.75344707828
rail_mrt_pjy,2026-08-04,4,weekday_mean,193764.0,147204.43281917716,223696.2140434485
rail_mrt_pjy,2026-08-05,5,weekday_mean,195155.0,163588.53119150866,223688.77297719187
rail_mrt_pjy,2026-08-06,6,weekday_mean,193724.0,160369.5219831836,217385.5088663068
rail_mrt_pjy,2026-08-07,7,weekday_mean,189925.5,150136.75887548114,217191.2969111407
rail_mrt_pjy,2026-08-08,8,weekday_mean,114779.75,101514.75767423928,130807.55948453723
rail_mrt_pjy,2026-08-09,9,weekday_mean,97106.25,83071.90956243589,111002.34968164939
rail_mrt_pjy,2026-08-10,10,weekday_mean,187461.75,149645.86905882444,218488.29210221558
rail_mrt_pjy,2026-08-11,11,weekday_mean,193764.0,159576.7195010091,219692.80046987528
rail_mrt_pjy,2026-08-12,12,weekday_mean,195155.0,170936.7100267991,222806.62965180737
rail_mrt_pjy,2026-08-13,13,weekday_mean,193724.0,174066.69518261746,217847.8383449542
rail_mrt_pjy,2026-08-14,14,weekday_mean,189925.5,172938.70211562715,221540.22134418134
rail_mrt_pjy,2026-08-01,1,ets,119582.8238548176,109143.54567203493,129516.01691733368
rail_mrt_pjy,2026-08-02,2,ets,103374.98932570967,92383.27553564127,115257.88312135702
rail_mrt_pjy,2026-08-03,3,ets,182489.30266370394,148857.10491977236,210097.2817514045
rail_mrt_pjy,2026-08-04,4,ets,193970.41497656205,163522.88328746677,223765.28409603957
rail_mrt_pjy,2026-08-05,5,ets,198178.2248231424,170004.05459722926,221071.78982343836
rail_mrt_pjy,2026-08-06,6,ets,196495.5701173446,160790.27639975163,222568.04596445832
rail_mrt_pjy,2026-08-07,7,ets,189384.09946487503,149740.60141871928,214415.22422353228
rail_mrt_pjy,2026-08-08,8,ets,119581.238695385,102242.81331965592,133283.68571574363
rail_mrt_pjy,2026-08-09,9,ets,103373.64037942314,89833.94784397974,117586.21642451148
rail_mrt_pjy,2026-08-10,10,ets,182486.95849300036,145227.9072433826,210973.30829824423
rail_mrt_pjy,2026-08-11,11,ets,193967.96217937107,162491.43129487496,220935.99774792985
rail_mrt_pjy,2026-08-12,12,ets,198175.7578950266,166874.01197983386,227189.68410529915
rail_mrt_pjy,2026-08-13,13,ets,196493.16227634082,172038.38730800626,223360.60271238917
rail_mrt_pjy,2026-08-14,14,ets,189381.81495468272,169692.92010402906,217171.35005916428
rail_mrt_pjy,2026-08-01,1,lgbm_nohol,116928.52712435403,107227.17970331474,126583.73860704925
rail_mrt_pjy,2026-08-02,2,lgbm_nohol,97978.65037344994,87554.56605336725,110162.19054997498
rail_mrt_pjy,2026-08-03,3,lgbm_nohol,188727.8629693356,148345.8150121405,202390.100241574
rail_mrt_pjy,2026-08-04,4,lgbm_nohol,194104.8440315374,159698.06746484217,208442.11990544494
rail_mrt_pjy,2026-08-05,5,lgbm_nohol,196932.81031557615,169254.67990510052,213346.5807979114
rail_mrt_pjy,2026-08-06,6,lgbm_nohol,196354.89947210913,159045.00337792316,211494.01885293613
rail_mrt_pjy,2026-08-07,7,lgbm_nohol,191667.59698757957,149321.77904561674,206439.6473697469
rail_mrt_pjy,2026-08-08,8,lgbm_nohol,118083.5587837299,103029.63326130826,129026.75168178295
rail_mrt_pjy,2026-08-09,9,lgbm_nohol,98454.38462846764,85292.67903435144,107978.8957098324
rail_mrt_pjy,2026-08-10,10,lgbm_nohol,190334.83563986816,158416.21767001328,201997.55965296132
rail_mrt_pjy,2026-08-11,11,lgbm_nohol,195582.93176863543,166401.96257983602,209096.4701766463
rail_mrt_pjy,2026-08-12,12,lgbm_nohol,197261.263846589,170912.95642651257,220221.22355738032
rail_mrt_pjy,2026-08-13,13,lgbm_nohol,196683.78209762575,175596.32648663,212814.96578604874
rail_mrt_pjy,2026-08-14,14,lgbm_nohol,191570.96436893148,172770.67297181618,213793.57856320482
rail_mrt_pjy,2026-08-01,1,lgbm,119298.96561058529,109905.20642074512,127638.59436336622
rail_mrt_pjy,2026-08-02,2,lgbm,98082.13378296254,88410.83433004507,106972.94938953118
rail_mrt_pjy,2026-08-03,3,lgbm,189120.42003725184,166387.22382238728,203634.6279076927
rail_mrt_pjy,2026-08-04,4,lgbm,194983.87994402755,165407.88275831533,206212.86285719767
rail_mrt_pjy,2026-08-05,5,lgbm,196196.46325175927,173968.261186343,210232.054024093
rail_mrt_pjy,2026-08-06,6,lgbm,195824.55197143918,168067.71622591102,213213.7383210061
rail_mrt_pjy,2026-08-07,7,lgbm,192710.73815483385,168004.43898107958,209129.02359448865
rail_mrt_pjy,2026-08-08,8,lgbm,119781.87300422249,103737.00058095492,131546.81041638966
rail_mrt_pjy,2026-08-09,9,lgbm,98453.49540678675,85399.53342732432,108166.12631596565
rail_mrt_pjy,2026-08-10,10,lgbm,189935.02666337765,170887.04489156572,200019.86648662016
rail_mrt_pjy,2026-08-11,11,lgbm,195909.2336418985,174430.4248156302,209107.2836971024
rail_mrt_pjy,2026-08-12,12,lgbm,194605.111260859,172030.56785641742,210743.2391141881
rail_mrt_pjy,2026-08-13,13,lgbm,194113.36562462748,175957.34036189652,208314.19259505437
rail_mrt_pjy,2026-08-14,14,lgbm,190723.08574423214,175890.4328591135,206699.91770850145
rail_monorail,2026-08-01,1,seasonal_naive,65307.0,58899.735025710725,75664.86727961339
rail_monorail,2026-08-02,2,seasonal_naive,48771.0,41952.1156150736,58105.25034903687
rail_monorail,2026-08-03,3,seasonal_naive,59023.0,44822.56166796167,76340.05433750253
rail_monorail,2026-08-04,4,seasonal_naive,60830.0,51260.753645392586,74226.03780803047
rail_monorail,2026-08-05,5,seasonal_naive,62699.0,50973.319363753275,72943.39909885956
rail_monorail,2026-08-06,6,seasonal_naive,63606.0,51555.84421547868,71015.29199643554
rail_monorail,2026-08-07,7,seasonal_naive,65335.0,49568.446677036634,72757.15987718274
rail_monorail,2026-08-08,8,seasonal_naive,65307.0,57607.83292555763,76384.80509677011
rail_monorail,2026-08-09,9,seasonal_naive,48771.0,40774.274170655255,58117.67437242501
rail_monorail,2026-08-10,10,seasonal_naive,59023.0,49686.16238419745,72823.27290903883
rail_monorail,2026-08-11,11,seasonal_naive,60830.0,50564.80307652406,72889.27958655784
rail_monorail,2026-08-12,12,seasonal_naive,62699.0,51539.080982971,76027.97859090079
rail_monorail,2026-08-13,13,seasonal_naive,63606.0,55951.0829634618,73359.64791581975
rail_monorail,2026-08-14,14,seasonal_naive,65335.0,57023.90004540107,73745.61348872447
rail_monorail,2026-08-01,1,weekday_mean,54681.0,49176.86243641247,61159.83885336006
rail_monorail,2026-08-02,2,weekday_mean,46185.0,39772.92533625934,54081.334531246815
rail_monorail,2026-08-03,3,weekday_mean,57446.0,46069.00354503568,67191.86758715704
rail_monorail,2026-08-04,4,weekday_mean,59164.5,44947.69060698796,68304.20226814774
rail_monorail,2026-08-05,5,weekday_mean,60001.5,50296.0999883094,68774.46989620595
rail_monorail,2026-08-06,6,weekday_mean,60167.25,49807.82002485324,67516.1806018592
rail_monorail,2026-08-07,7,weekday_mean,63602.25,50277.657334268486,72733.11534732387
rail_monorail,2026-08-08,8,weekday_mean,54681.0,48361.505569468405,62316.71137349664
rail_monorail,2026-08-09,9,weekday_mean,46185.0,39510.00871511302,52794.24143044583
rail_monorail,2026-08-10,10,weekday_mean,57446.0,45857.51688840751,66953.92498320865
rail_monorail,2026-08-11,11,weekday_mean,59164.5,48725.527304399395,67081.7732134307
rail_monorail,2026-08-12,12,weekday_mean,60001.5,52555.36488697771,68503.24684961048
rail_monorail,2026-08-13,13,weekday_mean,60167.25,54061.9686445814,67659.7736107823
rail_monorail,2026-08-14,14,weekday_mean,63602.25,57913.65176573969,74189.49835836125
rail_monorail,2026-08-01,1,ets,56934.17947289919,51963.923816700684,61663.48241306876
rail_monorail,2026-08-02,2,ets,51052.59784523781,45624.19479798838,56921.1219100399
rail_monorail,2026-08-03,3,ets,59916.35105935238,48873.83444500788,68980.9257293029
rail_monorail,2026-08-04,4,ets,60915.86190948308,51353.79275814271,70272.96191301529
rail_monorail,2026-08-05,5,ets,62264.86441224369,53412.831285261134,69457.78594825958
rail_monorail,2026-08-06,6,ets,62504.41094283733,51146.58390636499,70798.04587065225
rail_monorail,2026-08-07,7,ets,65420.83491218863,51726.249689562406,74067.67205119487
rail_monorail,2026-08-08,8,ets,56934.06974948214,48678.960388066385,63458.03004119401
rail_monorail,2026-08-09,9,ets,51052.50172334629,44365.671049452765,58071.64851745248
rail_monorail,2026-08-10,10,ets,59916.24084811312,47682.778618981065,69269.31540853606
rail_monorail,2026-08-11,11,ets,60915.75244124479,51030.41811736001,69385.17521950047
rail_monorail,2026-08-12,12,ets,62264.75509769848,52429.964852930396,71380.72834814625
rail_monorail,2026-08-13,13,ets,62504.30373590471,54725.17625709818,71050.90637084586
rail_monorail,2026-08-14,14,ets,65420.72528827548,58619.255627697086,75020.53682307243
rail_monorail,2026-08-01,1,lgbm_nohol,55137.71681681318,50562.99680087298,59690.681194960336
rail_monorail,2026-08-02,2,lgbm_nohol,48847.582196295276,43650.56692026765,54921.789049314626
rail_monorail,2026-08-03,3,lgbm_nohol,59860.46073809028,47051.98862481274,64193.881006719006
rail_monorail,2026-08-04,4,lgbm_nohol,60562.36576824934,49827.036265359005,65035.76886027928
rail_monorail,2026-08-05,5,lgbm_nohol,62327.84404923496,53567.815128022965,67522.74348785356
rail_monorail,2026-08-06,6,lgbm_nohol,62316.7082779368,50475.62162391512,67121.42882718235
rail_monorail,2026-08-07,7,lgbm_nohol,65133.65424581125,50743.29372898358,70153.6335708883
rail_monorail,2026-08-08,8,lgbm_nohol,55026.081836630074,48010.99366407753,60125.579834992954
rail_monorail,2026-08-09,9,lgbm_nohol,48797.75601114773,42274.24424587933,53518.5165275878
rail_monorail,2026-08-10,10,lgbm_nohol,59884.437823646826,49841.87066636632,63553.8852053891
rail_monorail,2026-08-11,11,lgbm_nohol,60706.64946338716,51649.11578719986,64901.14103161068
rail_monorail,2026-08-12,12,lgbm_nohol,61999.15299081291,53717.79669266071,69215.54089478138
rail_monorail,2026-08-13,13,lgbm_nohol,62069.31544068684,55414.479170912266,67160.03801359587
rail_monorail,2026-08-14,14,lgbm_nohol,64875.07851569445,58508.33698952679,72400.79381563881
rail_monorail,2026-08-01,1,lgbm,58056.78406068426,53485.27526124318,62115.296255529924
rail_monorail,2026-08-02,2,lgbm,48396.079826350695,43623.978511938025,52783.06764002116
rail_monorail,2026-08-03,3,lgbm,59665.668188232645,52493.481795262815,64244.813294324
rail_monorail,2026-08-04,4,lgbm,60646.559502055774,51447.322875769576,64139.1913900747
rail_monorail,2026-08-05,5,lgbm,61701.36826949121,54710.79516483787,66115.4375258461
rail_monorail,2026-08-06,6,lgbm,61955.33400774183,53173.478069458615,67457.01765806426
rail_monorail,2026-08-07,7,lgbm,65531.58048180523,57130.081151698134,71114.69971600035
rail_monorail,2026-08-08,8,lgbm,57997.59576540585,50228.704884388164,63694.15180935322
rail_monorail,2026-08-09,9,lgbm,48395.6074424909,41978.76003619467,53169.97943437592
rail_monorail,2026-08-10,10,lgbm,59705.157530406505,53717.44777211135,62875.314586616696
rail_monorail,2026-08-11,11,lgbm,60766.12745569748,54103.86439123617,64859.87781759654
rail_monorail,2026-08-12,12,lgbm,60984.71191806132,53910.29584846718,66042.0824691881
