origin,mode,h,date,actual,model,yhat
2025-08-01,rail_lrt_kj,1,2025-08-02,174831.0,seasonal_naive,185963.0
2025-08-01,rail_lrt_kj,2,2025-08-03,149570.0,seasonal_naive,146739.0
2025-08-01,rail_lrt_kj,3,2025-08-04,291599.0,seasonal_naive,287166.0
2025-08-01,rail_lrt_kj,4,2025-08-05,313375.0,seasonal_naive,300777.0
2025-08-01,rail_lrt_kj,5,2025-08-06,315200.0,seasonal_naive,307186.0
2025-08-01,rail_lrt_kj,6,2025-08-07,311523.0,seasonal_naive,301414.0
2025-08-01,rail_lrt_kj,7,2025-08-08,304869.0,seasonal_naive,295086.0
2025-08-01,rail_lrt_kj,8,2025-08-09,183453.0,seasonal_naive,185963.0
2025-08-01,rail_lrt_kj,9,2025-08-10,156323.0,seasonal_naive,146739.0
2025-08-01,rail_lrt_kj,10,2025-08-11,298124.0,seasonal_naive,287166.0
2025-08-01,rail_lrt_kj,11,2025-08-12,313864.0,seasonal_naive,300777.0
2025-08-01,rail_lrt_kj,12,2025-08-13,317711.0,seasonal_naive,307186.0
2025-08-01,rail_lrt_kj,13,2025-08-14,310138.0,seasonal_naive,301414.0
2025-08-01,rail_lrt_kj,14,2025-08-15,302575.0,seasonal_naive,295086.0
2025-08-01,rail_lrt_kj,1,2025-08-02,174831.0,weekday_mean,176569.75
2025-08-01,rail_lrt_kj,2,2025-08-03,149570.0,weekday_mean,147774.5
2025-08-01,rail_lrt_kj,3,2025-08-04,291599.0,weekday_mean,290622.75
2025-08-01,rail_lrt_kj,4,2025-08-05,313375.0,weekday_mean,305807.5
2025-08-01,rail_lrt_kj,5,2025-08-06,315200.0,weekday_mean,310884.0
2025-08-01,rail_lrt_kj,6,2025-08-07,311523.0,weekday_mean,305454.5
2025-08-01,rail_lrt_kj,7,2025-08-08,304869.0,weekday_mean,297984.5
2025-08-01,rail_lrt_kj,8,2025-08-09,183453.0,weekday_mean,176569.75
2025-08-01,rail_lrt_kj,9,2025-08-10,156323.0,weekday_mean,147774.5
2025-08-01,rail_lrt_kj,10,2025-08-11,298124.0,weekday_mean,290622.75
2025-08-01,rail_lrt_kj,11,2025-08-12,313864.0,weekday_mean,305807.5
2025-08-01,rail_lrt_kj,12,2025-08-13,317711.0,weekday_mean,310884.0
2025-08-01,rail_lrt_kj,13,2025-08-14,310138.0,weekday_mean,305454.5
2025-08-01,rail_lrt_kj,14,2025-08-15,302575.0,weekday_mean,297984.5
2025-08-01,rail_lrt_kj,1,2025-08-02,174831.0,ets,180717.23124912067
2025-08-01,rail_lrt_kj,2,2025-08-03,149570.0,ets,155783.5261177082
2025-08-01,rail_lrt_kj,3,2025-08-04,291599.0,ets,281971.78396541515
2025-08-01,rail_lrt_kj,4,2025-08-05,313375.0,ets,299303.3762629866
2025-08-01,rail_lrt_kj,5,2025-08-06,315200.0,ets,308608.07199742564
2025-08-01,rail_lrt_kj,6,2025-08-07,311523.0,ets,301768.9274025572
2025-08-01,rail_lrt_kj,7,2025-08-08,304869.0,ets,295259.3713192633
2025-08-01,rail_lrt_kj,8,2025-08-09,183453.0,ets,180717.22047619062
2025-08-01,rail_lrt_kj,9,2025-08-10,156323.0,ets,155783.5171055517
2025-08-01,rail_lrt_kj,10,2025-08-11,298124.0,ets,281971.76813529845
2025-08-01,rail_lrt_kj,11,2025-08-12,313864.0,ets,299303.3599564208
2025-08-01,rail_lrt_kj,12,2025-08-13,317711.0,ets,308608.05568078806
2025-08-01,rail_lrt_kj,13,2025-08-14,310138.0,ets,301768.91191901016
2025-08-01,rail_lrt_kj,14,2025-08-15,302575.0,ets,295259.3566174065
2025-08-01,rail_lrt_kj,1,2025-08-02,174831.0,lgbm,177783.4425684879
2025-08-01,rail_lrt_kj,2,2025-08-03,149570.0,lgbm,151955.12944794746
2025-08-01,rail_lrt_kj,3,2025-08-04,291599.0,lgbm,288550.2790064565
2025-08-01,rail_lrt_kj,4,2025-08-05,313375.0,lgbm,301411.33524980966
2025-08-01,rail_lrt_kj,5,2025-08-06,315200.0,lgbm,313687.62742110604
2025-08-01,rail_lrt_kj,6,2025-08-07,311523.0,lgbm,304442.71860698576
2025-08-01,rail_lrt_kj,7,2025-08-08,304869.0,lgbm,297298.1794786599
2025-08-01,rail_lrt_kj,8,2025-08-09,183453.0,lgbm,178763.6956687334
2025-08-01,rail_lrt_kj,9,2025-08-10,156323.0,lgbm,152843.03016007852
2025-08-01,rail_lrt_kj,10,2025-08-11,298124.0,lgbm,290075.1499361847
2025-08-01,rail_lrt_kj,11,2025-08-12,313864.0,lgbm,303158.377952879
2025-08-01,rail_lrt_kj,12,2025-08-13,317711.0,lgbm,314114.10289817414
2025-08-01,rail_lrt_kj,13,2025-08-14,310138.0,lgbm,303490.80414855684
2025-08-01,rail_lrt_kj,14,2025-08-15,302575.0,lgbm,296886.0966690245
2025-08-01,rail_lrt_kj,1,2025-08-02,174831.0,lgbm_nohol,178501.3794855116
2025-08-01,rail_lrt_kj,2,2025-08-03,149570.0,lgbm_nohol,151847.48115644275
2025-08-01,rail_lrt_kj,3,2025-08-04,291599.0,lgbm_nohol,289229.74288384034
2025-08-01,rail_lrt_kj,4,2025-08-05,313375.0,lgbm_nohol,298886.60567366716
2025-08-01,rail_lrt_kj,5,2025-08-06,315200.0,lgbm_nohol,313055.3266021173
2025-08-01,rail_lrt_kj,6,2025-08-07,311523.0,lgbm_nohol,305396.89005651633
2025-08-01,rail_lrt_kj,7,2025-08-08,304869.0,lgbm_nohol,296454.02685512224
2025-08-01,rail_lrt_kj,8,2025-08-09,183453.0,lgbm_nohol,179704.67922537812
2025-08-01,rail_lrt_kj,9,2025-08-10,156323.0,lgbm_nohol,153217.51240457682
2025-08-01,rail_lrt_kj,10,2025-08-11,298124.0,lgbm_nohol,292067.7956754904
2025-08-01,rail_lrt_kj,11,2025-08-12,313864.0,lgbm_nohol,301767.6739919273
2025-08-01,rail_lrt_kj,12,2025-08-13,317711.0,lgbm_nohol,312083.96825041797
2025-08-01,rail_lrt_kj,13,2025-08-14,310138.0,lgbm_nohol,303924.84109754575
2025-08-01,rail_lrt_kj,14,2025-08-15,302575.0,lgbm_nohol,294576.5041933845
2025-08-01,rail_lrt_ampang,1,2025-08-02,155185.0,seasonal_naive,174696.0
2025-08-01,rail_lrt_ampang,2,2025-08-03,140376.0,seasonal_naive,131494.0
2025-08-01,rail_lrt_ampang,3,2025-08-04,220815.0,seasonal_naive,216294.0
2025-08-01,rail_lrt_ampang,4,2025-08-05,228302.0,seasonal_naive,220764.0
2025-08-01,rail_lrt_ampang,5,2025-08-06,231107.0,seasonal_naive,224223.0
2025-08-01,rail_lrt_ampang,6,2025-08-07,229949.0,seasonal_naive,221768.0
2025-08-01,rail_lrt_ampang,7,2025-08-08,230579.0,seasonal_naive,224995.0
2025-08-01,rail_lrt_ampang,8,2025-08-09,161110.0,seasonal_naive,174696.0
2025-08-01,rail_lrt_ampang,9,2025-08-10,143079.0,seasonal_naive,131494.0
2025-08-01,rail_lrt_ampang,10,2025-08-11,227198.0,seasonal_naive,216294.0
2025-08-01,rail_lrt_ampang,11,2025-08-12,231574.0,seasonal_naive,220764.0
2025-08-01,rail_lrt_ampang,12,2025-08-13,234026.0,seasonal_naive,224223.0
2025-08-01,rail_lrt_ampang,13,2025-08-14,228220.0,seasonal_naive,221768.0
2025-08-01,rail_lrt_ampang,14,2025-08-15,236250.0,seasonal_naive,224995.0
2025-08-01,rail_lrt_ampang,1,2025-08-02,155185.0,weekday_mean,160671.75
2025-08-01,rail_lrt_ampang,2,2025-08-03,140376.0,weekday_mean,135371.0
2025-08-01,rail_lrt_ampang,3,2025-08-04,220815.0,weekday_mean,219588.25
2025-08-01,rail_lrt_ampang,4,2025-08-05,228302.0,weekday_mean,225007.75
2025-08-01,rail_lrt_ampang,5,2025-08-06,231107.0,weekday_mean,227272.25
2025-08-01,rail_lrt_ampang,6,2025-08-07,229949.0,weekday_mean,224993.75
2025-08-01,rail_lrt_ampang,7,2025-08-08,230579.0,weekday_mean,228521.75
2025-08-01,rail_lrt_ampang,8,2025-08-09,161110.0,weekday_mean,160671.75
2025-08-01,rail_lrt_ampang,9,2025-08-10,143079.0,weekday_mean,135371.0
2025-08-01,rail_lrt_ampang,10,2025-08-11,227198.0,weekday_mean,219588.25
2025-08-01,rail_lrt_ampang,11,2025-08-12,231574.0,weekday_mean,225007.75
2025-08-01,rail_lrt_ampang,12,2025-08-13,234026.0,weekday_mean,227272.25
2025-08-01,rail_lrt_ampang,13,2025-08-14,228220.0,weekday_mean,224993.75
2025-08-01,rail_lrt_ampang,14,2025-08-15,236250.0,weekday_mean,228521.75
2025-08-01,rail_lrt_ampang,1,2025-08-02,155185.0,ets,163787.48620782088
2025-08-01,rail_lrt_ampang,2,2025-08-03,140376.0,ets,141306.12560216355
2025-08-01,rail_lrt_ampang,3,2025-08-04,220815.0,ets,213172.6326647782
2025-08-01,rail_lrt_ampang,4,2025-08-05,228302.0,ets,221334.94716115025
2025-08-01,rail_lrt_ampang,5,2025-08-06,231107.0,ets,225802.77561018465
2025-08-01,rail_lrt_ampang,6,2025-08-07,229949.0,ets,221586.56480195845
2025-08-01,rail_lrt_ampang,7,2025-08-08,230579.0,ets,224857.6831719212
2025-08-01,rail_lrt_ampang,8,2025-08-09,161110.0,ets,163787.9521167304
2025-08-01,rail_lrt_ampang,9,2025-08-10,143079.0,ets,141306.5198664216
2025-08-01,rail_lrt_ampang,10,2025-08-11,227198.0,ets,213173.21605954797
2025-08-01,rail_lrt_ampang,11,2025-08-12,231574.0,ets,221335.54129828594
2025-08-01,rail_lrt_ampang,12,2025-08-13,234026.0,ets,225803.3701372692
2025-08-01,rail_lrt_ampang,13,2025-08-14,228220.0,ets,221587.13705950655
2025-08-01,rail_lrt_ampang,14,2025-08-15,236250.0,ets,224858.2527608093
2025-08-01,rail_lrt_ampang,1,2025-08-02,155185.0,lgbm,162086.2991513981
2025-08-01,rail_lrt_ampang,2,2025-08-03,140376.0,lgbm,136709.11353058027
2025-08-01,rail_lrt_ampang,3,2025-08-04,220815.0,lgbm,218965.8486752686
2025-08-01,rail_lrt_ampang,4,2025-08-05,228302.0,lgbm,221925.02898093892
2025-08-01,rail_lrt_ampang,5,2025-08-06,231107.0,lgbm,226654.37444700036
2025-08-01,rail_lrt_ampang,6,2025-08-07,229949.0,lgbm,224063.3677998173
2025-08-01,rail_lrt_ampang,7,2025-08-08,230579.0,lgbm,228865.3052180322
2025-08-01,rail_lrt_ampang,8,2025-08-09,161110.0,lgbm,163025.55087614016
2025-08-01,rail_lrt_ampang,9,2025-08-10,143079.0,lgbm,137508.41128887245
2025-08-01,rail_lrt_ampang,10,2025-08-11,227198.0,lgbm,220416.70573495186
2025-08-01,rail_lrt_ampang,11,2025-08-12,231574.0,lgbm,222985.34331942952
2025-08-01,rail_lrt_ampang,12,2025-08-13,234026.0,lgbm,226449.8722270207
2025-08-01,rail_lrt_ampang,13,2025-08-14,228220.0,lgbm,222625.2429620107
2025-08-01,rail_lrt_ampang,14,2025-08-15,236250.0,lgbm,228096.3406786125
2025-08-01,rail_lrt_ampang,1,2025-08-02,155185.0,lgbm_nohol,158950.85524288216
2025-08-01,rail_lrt_ampang,2,2025-08-03,140376.0,lgbm_nohol,136271.63766930005
2025-08-01,rail_lrt_ampang,3,2025-08-04,220815.0,lgbm_nohol,214998.77948602833
2025-08-01,rail_lrt_ampang,4,2025-08-05,228302.0,lgbm_nohol,220826.84367652787
2025-08-01,rail_lrt_ampang,5,2025-08-06,231107.0,lgbm_nohol,226539.96522943248
2025-08-01,rail_lrt_ampang,6,2025-08-07,229949.0,lgbm_nohol,224327.9891665162
2025-08-01,rail_lrt_ampang,7,2025-08-08,230579.0,lgbm_nohol,227720.76679491517
2025-08-01,rail_lrt_ampang,8,2025-08-09,161110.0,lgbm_nohol,160259.70283260712
2025-08-01,rail_lrt_ampang,9,2025-08-10,143079.0,lgbm_nohol,137774.67321304043
2025-08-01,rail_lrt_ampang,10,2025-08-11,227198.0,lgbm_nohol,216551.40284167483
2025-08-01,rail_lrt_ampang,11,2025-08-12,231574.0,lgbm_nohol,222306.06190065073
2025-08-01,rail_lrt_ampang,12,2025-08-13,234026.0,lgbm_nohol,226381.59972075967
2025-08-01,rail_lrt_ampang,13,2025-08-14,228220.0,lgbm_nohol,222701.28981741134
2025-08-01,rail_lrt_ampang,14,2025-08-15,236250.0,lgbm_nohol,226579.19204658404
2025-08-01,rail_mrt_kajang,1,2025-08-02,216047.0,seasonal_naive,212583.0
2025-08-01,rail_mrt_kajang,2,2025-08-03,186282.0,seasonal_naive,178143.0
2025-08-01,rail_mrt_kajang,3,2025-08-04,280041.0,seasonal_naive,277435.0
2025-08-01,rail_mrt_kajang,4,2025-08-05,297339.0,seasonal_naive,287640.0
2025-08-01,rail_mrt_kajang,5,2025-08-06,303063.0,seasonal_naive,295466.0
2025-08-01,rail_mrt_kajang,6,2025-08-07,298482.0,seasonal_naive,290916.0
2025-08-01,rail_mrt_kajang,7,2025-08-08,298882.0,seasonal_naive,291400.0
2025-08-01,rail_mrt_kajang,8,2025-08-09,222570.0,seasonal_naive,212583.0
2025-08-01,rail_mrt_kajang,9,2025-08-10,191154.0,seasonal_naive,178143.0
2025-08-01,rail_mrt_kajang,10,2025-08-11,290197.0,seasonal_naive,277435.0
2025-08-01,rail_mrt_kajang,11,2025-08-12,301131.0,seasonal_naive,287640.0
2025-08-01,rail_mrt_kajang,12,2025-08-13,305280.0,seasonal_naive,295466.0
2025-08-01,rail_mrt_kajang,13,2025-08-14,296253.0,seasonal_naive,290916.0
2025-08-01,rail_mrt_kajang,14,2025-08-15,299864.0,seasonal_naive,291400.0
2025-08-01,rail_mrt_kajang,1,2025-08-02,216047.0,weekday_mean,214088.25
2025-08-01,rail_mrt_kajang,2,2025-08-03,186282.0,weekday_mean,181903.25
2025-08-01,rail_mrt_kajang,3,2025-08-04,280041.0,weekday_mean,282207.25
2025-08-01,rail_mrt_kajang,4,2025-08-05,297339.0,weekday_mean,293526.75
2025-08-01,rail_mrt_kajang,5,2025-08-06,303063.0,weekday_mean,300559.0
2025-08-01,rail_mrt_kajang,6,2025-08-07,298482.0,weekday_mean,295606.0
2025-08-01,rail_mrt_kajang,7,2025-08-08,298882.0,weekday_mean,295823.75
2025-08-01,rail_mrt_kajang,8,2025-08-09,222570.0,weekday_mean,214088.25
2025-08-01,rail_mrt_kajang,9,2025-08-10,191154.0,weekday_mean,181903.25
2025-08-01,rail_mrt_kajang,10,2025-08-11,290197.0,weekday_mean,282207.25
2025-08-01,rail_mrt_kajang,11,2025-08-12,301131.0,weekday_mean,293526.75
2025-08-01,rail_mrt_kajang,12,2025-08-13,305280.0,weekday_mean,300559.0
2025-08-01,rail_mrt_kajang,13,2025-08-14,296253.0,weekday_mean,295606.0
2025-08-01,rail_mrt_kajang,14,2025-08-15,299864.0,weekday_mean,295823.75
2025-08-01,rail_mrt_kajang,1,2025-08-02,216047.0,ets,218120.4437504306
2025-08-01,rail_mrt_kajang,2,2025-08-03,186282.0,ets,188188.29473728244
2025-08-01,rail_mrt_kajang,3,2025-08-04,280041.0,ets,273557.8346672449
2025-08-01,rail_mrt_kajang,4,2025-08-05,297339.0,ets,286291.87153754564
2025-08-01,rail_mrt_kajang,5,2025-08-06,303063.0,ets,296669.35606331425
2025-08-01,rail_mrt_kajang,6,2025-08-07,298482.0,ets,289561.1225608868
2025-08-01,rail_mrt_kajang,7,2025-08-08,298882.0,ets,290783.5468178336
2025-08-01,rail_mrt_kajang,8,2025-08-09,222570.0,ets,218198.30547466464
2025-08-01,rail_mrt_kajang,9,2025-08-10,191154.0,ets,188255.13578690955
2025-08-01,rail_mrt_kajang,10,2025-08-11,290197.0,ets,273654.5113603485
2025-08-01,rail_mrt_kajang,11,2025-08-12,301131.0,ets,286392.5425121972
2025-08-01,rail_mrt_kajang,12,2025-08-13,305280.0,ets,296773.1544469252
2025-08-01,rail_mrt_kajang,13,2025-08-14,296253.0,ets,289661.9272860937
2025-08-01,rail_mrt_kajang,14,2025-08-15,299864.0,ets,290884.2708642528
2025-08-01,rail_mrt_kajang,1,2025-08-02,216047.0,lgbm,213148.7915382796
2025-08-01,rail_mrt_kajang,2,2025-08-03,186282.0,lgbm,182626.48680676706
2025-08-01,rail_mrt_kajang,3,2025-08-04,280041.0,lgbm,280838.2225941555
2025-08-01,rail_mrt_kajang,4,2025-08-05,297339.0,lgbm,292369.00837072445
2025-08-01,rail_mrt_kajang,5,2025-08-06,303063.0,lgbm,302030.87560971215
2025-08-01,rail_mrt_kajang,6,2025-08-07,298482.0,lgbm,296008.1250779181
2025-08-01,rail_mrt_kajang,7,2025-08-08,298882.0,lgbm,296798.5474845188
2025-08-01,rail_mrt_kajang,8,2025-08-09,222570.0,lgbm,214923.0921350828
2025-08-01,rail_mrt_kajang,9,2025-08-10,191154.0,lgbm,184954.81421764806
2025-08-01,rail_mrt_kajang,10,2025-08-11,290197.0,lgbm,282517.3687081801
2025-08-01,rail_mrt_kajang,11,2025-08-12,301131.0,lgbm,294249.5975996948
2025-08-01,rail_mrt_kajang,12,2025-08-13,305280.0,lgbm,302354.8630166821
2025-08-01,rail_mrt_kajang,13,2025-08-14,296253.0,lgbm,294430.8939454686
2025-08-01,rail_mrt_kajang,14,2025-08-15,299864.0,lgbm,295656.4068866734
2025-08-01,rail_mrt_kajang,1,2025-08-02,216047.0,lgbm_nohol,211719.82330889557
2025-08-01,rail_mrt_kajang,2,2025-08-03,186282.0,lgbm_nohol,181731.5687082223
2025-08-01,rail_mrt_kajang,3,2025-08-04,280041.0,lgbm_nohol,278655.6134207809
2025-08-01,rail_mrt_kajang,4,2025-08-05,297339.0,lgbm_nohol,291469.53274991194
2025-08-01,rail_mrt_kajang,5,2025-08-06,303063.0,lgbm_nohol,300084.9638708153
2025-08-01,rail_mrt_kajang,6,2025-08-07,298482.0,lgbm_nohol,293739.299748775
2025-08-01,rail_mrt_kajang,7,2025-08-08,298882.0,lgbm_nohol,296625.01810576854
2025-08-01,rail_mrt_kajang,8,2025-08-09,222570.0,lgbm_nohol,213889.4694787826
2025-08-01,rail_mrt_kajang,9,2025-08-10,191154.0,lgbm_nohol,183116.2156058007
2025-08-01,rail_mrt_kajang,10,2025-08-11,290197.0,lgbm_nohol,281943.152939892
2025-08-01,rail_mrt_kajang,11,2025-08-12,301131.0,lgbm_nohol,293248.80174085434
2025-08-01,rail_mrt_kajang,12,2025-08-13,305280.0,lgbm_nohol,300513.6412111674
2025-08-01,rail_mrt_kajang,13,2025-08-14,296253.0,lgbm_nohol,291966.41181489814
2025-08-01,rail_mrt_kajang,14,2025-08-15,299864.0,lgbm_nohol,295280.7406197473
2025-08-01,rail_mrt_pjy,1,2025-08-02,111545.0,seasonal_naive,115689.0
2025-08-01,rail_mrt_pjy,2,2025-08-03,93757.0,seasonal_naive,90085.0
2025-08-01,rail_mrt_pjy,3,2025-08-04,180550.0,seasonal_naive,180114.0
2025-08-01,rail_mrt_pjy,4,2025-08-05,188587.0,seasonal_naive,183384.0
2025-08-01,rail_mrt_pjy,5,2025-08-06,192860.0,seasonal_naive,186972.0
2025-08-01,rail_mrt_pjy,6,2025-08-07,187434.0,seasonal_naive,182433.0
2025-08-01,rail_mrt_pjy,7,2025-08-08,182583.0,seasonal_naive,178566.0
2025-08-01,rail_mrt_pjy,8,2025-08-09,115047.0,seasonal_naive,115689.0
2025-08-01,rail_mrt_pjy,9,2025-08-10,97624.0,seasonal_naive,90085.0
2025-08-01,rail_mrt_pjy,10,2025-08-11,187683.0,seasonal_naive,180114.0
2025-08-01,rail_mrt_pjy,11,2025-08-12,194508.0,seasonal_naive,183384.0
2025-08-01,rail_mrt_pjy,12,2025-08-13,195257.0,seasonal_naive,186972.0
2025-08-01,rail_mrt_pjy,13,2025-08-14,189728.0,seasonal_naive,182433.0
2025-08-01,rail_mrt_pjy,14,2025-08-15,188873.0,seasonal_naive,178566.0
2025-08-01,rail_mrt_pjy,1,2025-08-02,111545.0,weekday_mean,114381.0
2025-08-01,rail_mrt_pjy,2,2025-08-03,93757.0,weekday_mean,93551.0
2025-08-01,rail_mrt_pjy,3,2025-08-04,180550.0,weekday_mean,182600.25
2025-08-01,rail_mrt_pjy,4,2025-08-05,188587.0,weekday_mean,188104.75
2025-08-01,rail_mrt_pjy,5,2025-08-06,192860.0,weekday_mean,190719.0
2025-08-01,rail_mrt_pjy,6,2025-08-07,187434.0,weekday_mean,186980.5
2025-08-01,rail_mrt_pjy,7,2025-08-08,182583.0,weekday_mean,183727.0
2025-08-01,rail_mrt_pjy,8,2025-08-09,115047.0,weekday_mean,114381.0
2025-08-01,rail_mrt_pjy,9,2025-08-10,97624.0,weekday_mean,93551.0
2025-08-01,rail_mrt_pjy,10,2025-08-11,187683.0,weekday_mean,182600.25
2025-08-01,rail_mrt_pjy,11,2025-08-12,194508.0,weekday_mean,188104.75
2025-08-01,rail_mrt_pjy,12,2025-08-13,195257.0,weekday_mean,190719.0
2025-08-01,rail_mrt_pjy,13,2025-08-14,189728.0,weekday_mean,186980.5
2025-08-01,rail_mrt_pjy,14,2025-08-15,188873.0,weekday_mean,183727.0
2025-08-01,rail_mrt_pjy,1,2025-08-02,111545.0,ets,117562.14947328987
2025-08-01,rail_mrt_pjy,2,2025-08-03,93757.0,ets,98404.29268490968
2025-08-01,rail_mrt_pjy,3,2025-08-04,180550.0,ets,173656.43509700854
2025-08-01,rail_mrt_pjy,4,2025-08-05,188587.0,ets,181655.6881556108
2025-08-01,rail_mrt_pjy,5,2025-08-06,192860.0,ets,185978.64460933086
2025-08-01,rail_mrt_pjy,6,2025-08-07,187434.0,ets,181675.8436348579
2025-08-01,rail_mrt_pjy,7,2025-08-08,182583.0,ets,180476.72702077625
2025-08-01,rail_mrt_pjy,8,2025-08-09,115047.0,ets,117562.14947328987
2025-08-01,rail_mrt_pjy,9,2025-08-10,97624.0,ets,98404.29268490968
2025-08-01,rail_mrt_pjy,10,2025-08-11,187683.0,ets,173656.43509700854
2025-08-01,rail_mrt_pjy,11,2025-08-12,194508.0,ets,181655.6881556108
2025-08-01,rail_mrt_pjy,12,2025-08-13,195257.0,ets,185978.64460933086
2025-08-01,rail_mrt_pjy,13,2025-08-14,189728.0,ets,181675.8436348579
2025-08-01,rail_mrt_pjy,14,2025-08-15,188873.0,ets,180476.72702077625
2025-08-01,rail_mrt_pjy,1,2025-08-02,111545.0,lgbm,115904.46688826778
2025-08-01,rail_mrt_pjy,2,2025-08-03,93757.0,lgbm,92593.11869615037
2025-08-01,rail_mrt_pjy,3,2025-08-04,180550.0,lgbm,181613.11500163193
2025-08-01,rail_mrt_pjy,4,2025-08-05,188587.0,lgbm,186220.09617596943
2025-08-01,rail_mrt_pjy,5,2025-08-06,192860.0,lgbm,191929.9770069799
2025-08-01,rail_mrt_pjy,6,2025-08-07,187434.0,lgbm,186926.50953696834
2025-08-01,rail_mrt_pjy,7,2025-08-08,182583.0,lgbm,184871.27448426522
2025-08-01,rail_mrt_pjy,8,2025-08-09,115047.0,lgbm,116908.89457098159
2025-08-01,rail_mrt_pjy,9,2025-08-10,97624.0,lgbm,93169.93237579873
2025-08-01,rail_mrt_pjy,10,2025-08-11,187683.0,lgbm,182917.2500618895
2025-08-01,rail_mrt_pjy,11,2025-08-12,194508.0,lgbm,187452.82246903612
2025-08-01,rail_mrt_pjy,12,2025-08-13,195257.0,lgbm,192241.77177456394
2025-08-01,rail_mrt_pjy,13,2025-08-14,189728.0,lgbm,186426.95565086114
2025-08-01,rail_mrt_pjy,14,2025-08-15,188873.0,lgbm,184704.27409161083
2025-08-01,rail_mrt_pjy,1,2025-08-02,111545.0,lgbm_nohol,115048.14696647364
2025-08-01,rail_mrt_pjy,2,2025-08-03,93757.0,lgbm_nohol,94326.82108265169
2025-08-01,rail_mrt_pjy,3,2025-08-04,180550.0,lgbm_nohol,179853.83077791595
2025-08-01,rail_mrt_pjy,4,2025-08-05,188587.0,lgbm_nohol,184583.01217264245
2025-08-01,rail_mrt_pjy,5,2025-08-06,192860.0,lgbm_nohol,190532.6732365099
2025-08-01,rail_mrt_pjy,6,2025-08-07,187434.0,lgbm_nohol,187237.50663428425
2025-08-01,rail_mrt_pjy,7,2025-08-08,182583.0,lgbm_nohol,183051.56321604655
2025-08-01,rail_mrt_pjy,8,2025-08-09,115047.0,lgbm_nohol,116282.03365385601
2025-08-01,rail_mrt_pjy,9,2025-08-10,97624.0,lgbm_nohol,95276.96982872982
2025-08-01,rail_mrt_pjy,10,2025-08-11,187683.0,lgbm_nohol,182139.85466015487
2025-08-01,rail_mrt_pjy,11,2025-08-12,194508.0,lgbm_nohol,186427.7009886384
2025-08-01,rail_mrt_pjy,12,2025-08-13,195257.0,lgbm_nohol,190156.83070775264
2025-08-01,rail_mrt_pjy,13,2025-08-14,189728.0,lgbm_nohol,186417.9255208313
2025-08-01,rail_mrt_pjy,14,2025-08-15,188873.0,lgbm_nohol,182412.2631768994
2025-08-01,rail_monorail,1,2025-08-02,55627.0,seasonal_naive,54920.0
2025-08-01,rail_monorail,2,2025-08-03,51301.0,seasonal_naive,49152.0
2025-08-01,rail_monorail,3,2025-08-04,61723.0,seasonal_naive,61839.0
2025-08-01,rail_monorail,4,2025-08-05,63469.0,seasonal_naive,61292.0
2025-08-01,rail_monorail,5,2025-08-06,63888.0,seasonal_naive,62219.0
2025-08-01,rail_monorail,6,2025-08-07,64849.0,seasonal_naive,61542.0
2025-08-01,rail_monorail,7,2025-08-08,68622.0,seasonal_naive,65385.0
2025-08-01,rail_monorail,8,2025-08-09,59248.0,seasonal_naive,54920.0
2025-08-01,rail_monorail,9,2025-08-10,55533.0,seasonal_naive,49152.0
2025-08-01,rail_monorail,10,2025-08-11,65006.0,seasonal_naive,61839.0
2025-08-01,rail_monorail,11,2025-08-12,65031.0,seasonal_naive,61292.0
2025-08-01,rail_monorail,12,2025-08-13,64780.0,seasonal_naive,62219.0
2025-08-01,rail_monorail,13,2025-08-14,65607.0,seasonal_naive,61542.0
2025-08-01,rail_monorail,14,2025-08-15,68354.0,seasonal_naive,65385.0
2025-08-01,rail_monorail,1,2025-08-02,55627.0,weekday_mean,56185.25
2025-08-01,rail_monorail,2,2025-08-03,51301.0,weekday_mean,50570.0
2025-08-01,rail_monorail,3,2025-08-04,61723.0,weekday_mean,60510.5
2025-08-01,rail_monorail,4,2025-08-05,63469.0,weekday_mean,61351.75
2025-08-01,rail_monorail,5,2025-08-06,63888.0,weekday_mean,62172.0
2025-08-01,rail_monorail,6,2025-08-07,64849.0,weekday_mean,61899.25
2025-08-01,rail_monorail,7,2025-08-08,68622.0,weekday_mean,67013.5
2025-08-01,rail_monorail,8,2025-08-09,59248.0,weekday_mean,56185.25
2025-08-01,rail_monorail,9,2025-08-10,55533.0,weekday_mean,50570.0
2025-08-01,rail_monorail,10,2025-08-11,65006.0,weekday_mean,60510.5
2025-08-01,rail_monorail,11,2025-08-12,65031.0,weekday_mean,61351.75
2025-08-01,rail_monorail,12,2025-08-13,64780.0,weekday_mean,62172.0
2025-08-01,rail_monorail,13,2025-08-14,65607.0,weekday_mean,61899.25
2025-08-01,rail_monorail,14,2025-08-15,68354.0,weekday_mean,67013.5
2025-08-01,rail_monorail,1,2025-08-02,55627.0,ets,56220.89192984866
2025-08-01,rail_monorail,2,2025-08-03,51301.0,ets,51056.47810693727
2025-08-01,rail_monorail,3,2025-08-04,61723.0,ets,60322.840986828305
2025-08-01,rail_monorail,4,2025-08-05,63469.0,ets,60971.57537282564
2025-08-01,rail_monorail,5,2025-08-06,63888.0,ets,62604.475435238004
2025-08-01,rail_monorail,6,2025-08-07,64849.0,ets,61858.533341237584
